
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-07-01 15:01:57 /api/chat/unread-summary ............................................................ ~ 12.84ms
  2026-07-01 15:02:06 /api/leave-requests .................................................................. ~ 1.11ms
  2026-07-01 15:02:06 /api/attendance-time-edit-requests ................................................... ~ 2.75ms
  2026-07-01 15:02:06 /api/notifications ................................................................... ~ 1.70ms
  2026-07-01 15:02:06 /api/chat/unread-summary ............................................................. ~ 1.88ms
  2026-07-01 15:02:14 /api/leave-requests .................................................................. ~ 1.34ms
  2026-07-01 15:02:14 /api/attendance-time-edit-requests ................................................... ~ 5.48ms
  2026-07-01 15:02:14 /api/notifications .................................................................. ~ 10.23ms
  2026-07-01 15:02:14 /api/chat/unread-summary ............................................................. ~ 6.82ms
  2026-07-01 15:02:22 /api/leave-requests .................................................................. ~ 0.52ms
  2026-07-01 15:02:22 /api/attendance-time-edit-requests ................................................... ~ 6.69ms
  2026-07-01 15:02:22 /api/notifications .................................................................. ~ 12.80ms
  2026-07-01 15:02:22 /api/chat/unread-summary ........................................................... ~ 514.71ms
  2026-07-01 15:02:30 /api/leave-requests .................................................................. ~ 1.65ms
  2026-07-01 15:02:30 /api/attendance-time-edit-requests ................................................... ~ 4.21ms
  2026-07-01 15:02:30 /api/notifications ................................................................... ~ 6.12ms
  2026-07-01 15:02:30 /api/chat/unread-summary ............................................................. ~ 6.66ms
  2026-07-01 15:02:38 /api/leave-requests .................................................................. ~ 0.28ms
  2026-07-01 15:02:38 /api/attendance-time-edit-requests ................................................. ~ 500.18ms
  2026-07-01 15:02:38 /api/notifications ................................................................. ~ 501.50ms
  2026-07-01 15:02:39 /api/chat/unread-summary ............................................................. ~ 1.65ms
  2026-07-01 15:02:46 /api/leave-requests .................................................................. ~ 0.30ms
  2026-07-01 15:02:46 /api/attendance-time-edit-requests ................................................... ~ 0.10ms
  2026-07-01 15:02:46 /api/notifications ................................................................... ~ 2.29ms
  2026-07-01 15:02:47 /api/chat/unread-summary ............................................................. ~ 3.27ms
  2026-07-01 15:02:54 /api/leave-requests .................................................................. ~ 1.60ms
  2026-07-01 15:02:54 /api/attendance-time-edit-requests ................................................... ~ 5.17ms
  2026-07-01 15:02:54 /api/notifications ................................................................... ~ 0.09ms
  2026-07-01 15:02:54 /api/chat/unread-summary ............................................................. ~ 3.95ms
  2026-07-01 15:03:02 /api/leave-requests .................................................................. ~ 1.92ms
  2026-07-01 15:03:02 /api/attendance-time-edit-requests ................................................... ~ 0.82ms
  2026-07-01 15:03:02 /api/notifications ................................................................... ~ 2.45ms
  2026-07-01 15:03:03 /api/chat/unread-summary ............................................................. ~ 2.33ms
  2026-07-01 15:03:10 /api/leave-requests .................................................................. ~ 0.66ms
  2026-07-01 15:03:10 /api/attendance-time-edit-requests ................................................... ~ 2.60ms
  2026-07-01 15:03:10 /api/notifications ................................................................. ~ 518.08ms
  2026-07-01 15:03:10 /api/chat/unread-summary ........................................................... ~ 524.34ms
  2026-07-01 15:03:18 /api/leave-requests .................................................................. ~ 1.10ms
  2026-07-01 15:03:18 /api/attendance-time-edit-requests ................................................... ~ 3.40ms
  2026-07-01 15:03:18 /api/notifications ................................................................... ~ 1.51ms
  2026-07-01 15:03:18 /api/chat/unread-summary ............................................................. ~ 1.53ms
  2026-07-01 15:03:26 /api/leave-requests .................................................................. ~ 2.16ms
  2026-07-01 15:03:26 /api/attendance-time-edit-requests ................................................... ~ 6.19ms
  2026-07-01 15:03:26 /api/notifications ................................................................... ~ 0.09ms
  2026-07-01 15:03:26 /api/chat/unread-summary ............................................................. ~ 2.86ms
  2026-07-01 15:03:34 /api/leave-requests .................................................................. ~ 0.50ms
  2026-07-01 15:03:34 /api/attendance-time-edit-requests ................................................... ~ 2.14ms
  2026-07-01 15:03:34 /api/notifications ................................................................. ~ 517.08ms
  2026-07-01 15:03:35 /api/chat/unread-summary ........................................................... ~ 519.86ms
  2026-07-01 15:03:42 /api/leave-requests .................................................................. ~ 0.26ms
  2026-07-01 15:03:42 /api/attendance-time-edit-requests ................................................... ~ 1.93ms
  2026-07-01 15:03:42 /api/notifications ................................................................... ~ 1.59ms
  2026-07-01 15:03:42 /api/chat/unread-summary ............................................................. ~ 1.84ms
  2026-07-01 15:03:50 /api/leave-requests .................................................................. ~ 0.33ms
  2026-07-01 15:03:50 /api/attendance-time-edit-requests ................................................... ~ 1.87ms
  2026-07-01 15:03:50 /api/notifications ................................................................... ~ 1.22ms
  2026-07-01 15:03:51 /api/chat/unread-summary ............................................................. ~ 1.82ms
  2026-07-01 15:03:58 /api/leave-requests .................................................................. ~ 0.28ms
  2026-07-01 15:03:58 /api/attendance-time-edit-requests ................................................... ~ 2.14ms
  2026-07-01 15:03:58 /api/notifications ................................................................. ~ 516.02ms
  2026-07-01 15:03:58 /api/chat/unread-summary ........................................................... ~ 515.89ms
  2026-07-01 15:04:06 /api/leave-requests .................................................................. ~ 0.35ms
  2026-07-01 15:04:06 /api/attendance-time-edit-requests ................................................... ~ 3.58ms
  2026-07-01 15:04:06 /api/notifications ................................................................... ~ 4.73ms
  2026-07-01 15:04:07 /api/chat/unread-summary ............................................................. ~ 0.08ms
  2026-07-01 15:04:14 /api/leave-requests .................................................................. ~ 2.24ms
  2026-07-01 15:04:14 /api/attendance-time-edit-requests ................................................... ~ 6.31ms
  2026-07-01 15:04:14 /api/notifications ................................................................... ~ 1.92ms
  2026-07-01 15:04:15 /api/chat/unread-summary ............................................................. ~ 3.52ms
  2026-07-01 15:04:22 /api/leave-requests ................................................................ ~ 502.80ms
  2026-07-01 15:04:22 /api/attendance-time-edit-requests ................................................. ~ 509.02ms
  2026-07-01 15:04:22 /api/notifications ................................................................. ~ 513.37ms
  2026-07-01 15:04:22 /api/chat/unread-summary ........................................................... ~ 515.67ms
  2026-07-01 15:04:30 /api/leave-requests .................................................................. ~ 0.33ms
  2026-07-01 15:04:30 /api/attendance-time-edit-requests ................................................... ~ 2.29ms
  2026-07-01 15:04:30 /api/notifications ................................................................... ~ 1.28ms
  2026-07-01 15:04:31 /api/chat/unread-summary ............................................................. ~ 2.06ms
  2026-07-01 15:04:38 /api/leave-requests .................................................................. ~ 0.31ms
  2026-07-01 15:04:38 /api/attendance-time-edit-requests ................................................... ~ 2.59ms
  2026-07-01 15:04:38 /api/notifications ................................................................... ~ 1.47ms
  2026-07-01 15:04:39 /api/chat/unread-summary ............................................................. ~ 1.64ms
  2026-07-01 15:04:46 /api/leave-requests .................................................................. ~ 1.50ms
  2026-07-01 15:04:46 /api/attendance-time-edit-requests ................................................... ~ 5.16ms
  2026-07-01 15:04:46 /api/notifications ................................................................... ~ 3.43ms
  2026-07-01 15:04:46 /api/chat/unread-summary ............................................................. ~ 1.68ms
  2026-07-01 15:04:54 /api/leave-requests .................................................................. ~ 0.34ms
  2026-07-01 15:04:54 /api/attendance-time-edit-requests ................................................... ~ 2.58ms
  2026-07-01 15:04:54 /api/notifications ................................................................... ~ 3.92ms
  2026-07-01 15:04:54 /api/chat/unread-summary ............................................................. ~ 3.41ms
  2026-07-01 15:05:02 /api/leave-requests .................................................................. ~ 0.34ms
  2026-07-01 15:05:02 /api/attendance-time-edit-requests ................................................... ~ 1.96ms
  2026-07-01 15:05:02 /api/notifications ................................................................... ~ 3.22ms
  2026-07-01 15:05:02 /api/chat/unread-summary ............................................................. ~ 3.35ms
  2026-07-01 15:05:09 /api/leave-requests .................................................................. ~ 1.74ms
  2026-07-01 15:05:09 /api/attendance-time-edit-requests ................................................... ~ 0.09ms
  2026-07-01 15:05:09 /api/notifications ................................................................... ~ 1.30ms
  2026-07-01 15:05:10 /api/chat/unread-summary ............................................................. ~ 1.63ms
  2026-07-01 15:05:14 /api/payroll/onboarding-status ....................................................... ~ 1.07ms
  2026-07-01 15:05:17 /api/leave-requests .................................................................. ~ 0.58ms
  2026-07-01 15:05:17 /api/attendance-time-edit-requests ................................................. ~ 519.04ms
  2026-07-01 15:05:17 /api/notifications ................................................................. ~ 520.91ms
  2026-07-01 15:05:17 /api/chat/unread-summary ........................................................... ~ 522.51ms
  2026-07-01 15:05:18 /api/payroll/runs .................................................................... ~ 0.16ms
  2026-07-01 15:05:18 /api/payroll/employees ............................................................... ~ 3.20ms
  2026-07-01 15:05:19 /api/payroll/employees ............................................................... ~ 1.31ms
  2026-07-01 15:05:20 /api/payroll/loans ................................................................... ~ 0.42ms
  2026-07-01 15:05:20 /api/payroll/loans ................................................................. ~ 513.91ms
  2026-07-01 15:05:20 /api/payroll/fbp/components .......................................................... ~ 0.09ms
  2026-07-01 15:05:21 /api/payroll/fbp/components .......................................................... ~ 0.09ms
  2026-07-01 15:05:21 /api/payroll/revision-letters ........................................................ ~ 1.22ms
  2026-07-01 15:05:21 /api/payroll/revision-letters ........................................................ ~ 0.09ms
  2026-07-01 15:05:21 /api/payroll/my/declaration .......................................................... ~ 1.67ms
  2026-07-01 15:05:23 /api/payroll/my/payslips ............................................................. ~ 0.48ms
  2026-07-01 15:05:24 /api/payroll/runs .................................................................... ~ 0.33ms
  2026-07-01 15:05:24 /api/payroll/pay-groups ............................................................ ~ 511.73ms
  2026-07-01 15:05:25 /api/leave-requests .................................................................. ~ 1.88ms
  2026-07-01 15:05:25 /api/attendance-time-edit-requests ................................................... ~ 3.76ms
  2026-07-01 15:05:25 /api/notifications ................................................................... ~ 4.92ms
  2026-07-01 15:05:25 /api/chat/unread-summary ............................................................. ~ 6.50ms
  2026-07-01 15:05:33 /api/leave-requests .................................................................. ~ 1.56ms
  2026-07-01 15:05:33 /api/attendance-time-edit-requests ................................................... ~ 5.07ms
  2026-07-01 15:05:33 /api/notifications ................................................................... ~ 7.71ms
  2026-07-01 15:05:33 /api/chat/unread-summary ............................................................ ~ 10.97ms
  2026-07-01 15:05:36 /api/payroll/reimbursements .......................................................... ~ 0.28ms
  2026-07-01 15:05:36 /api/payroll/reimbursements .......................................................... ~ 0.50ms
  2026-07-01 15:05:42 /api/leave-requests .................................................................. ~ 0.44ms
  2026-07-01 15:05:42 /api/attendance-time-edit-requests ................................................... ~ 2.23ms
  2026-07-01 15:05:42 /api/notifications ................................................................. ~ 513.51ms
  2026-07-01 15:05:42 /api/chat/unread-summary ........................................................... ~ 515.31ms
  2026-07-01 15:05:49 /api/leave-requests .................................................................. ~ 0.94ms
  2026-07-01 15:05:49 /api/attendance-time-edit-requests ................................................... ~ 2.78ms
  2026-07-01 15:05:50 /api/notifications ................................................................... ~ 0.11ms
  2026-07-01 15:05:50 /api/chat/unread-summary ............................................................. ~ 1.92ms
  2026-07-01 15:05:51 /api/settings/me ..................................................................... ~ 0.93ms
  2026-07-01 15:05:51 /api/settings/billing ................................................................ ~ 0.27ms
  2026-07-01 15:05:51 /api/employees/20/workspace .......................................................... ~ 2.35ms
  2026-07-01 15:05:51 /api/settings/me ..................................................................... ~ 1.60ms
  2026-07-01 15:05:51 /api/settings/billing .............................................................. ~ 508.56ms
  2026-07-01 15:05:51 /api/employees/20/workspace ........................................................ ~ 508.22ms
  2026-07-01 15:05:51 /api/settings/me ..................................................................... ~ 1.32ms
  2026-07-01 15:05:51 /api/settings/billing ................................................................ ~ 2.14ms
  2026-07-01 15:05:51 /api/employees/20/workspace .......................................................... ~ 1.57ms
  2026-07-01 15:05:51 /api/settings/me ..................................................................... ~ 1.53ms
  2026-07-01 15:05:51 /api/settings/billing ................................................................ ~ 2.04ms
  2026-07-01 15:05:51 /api/employees/20/workspace .......................................................... ~ 2.60ms
  2026-07-01 15:05:56 /api/auth/me ....................................................................... ~ 502.50ms
  2026-07-01 15:05:56 /api/auth/me ......................................................................... ~ 0.37ms
  2026-07-01 15:05:56 /api/auth/me ......................................................................... ~ 6.04ms
  2026-07-01 15:05:56 /api/auth/me ......................................................................... ~ 0.24ms
  2026-07-01 15:05:57 /api/settings/me ..................................................................... ~ 0.39ms
  2026-07-01 15:05:57 /api/settings/billing ................................................................ ~ 5.36ms
  2026-07-01 15:05:57 /api/employees/20/workspace .......................................................... ~ 8.36ms
  2026-07-01 15:05:57 /api/users ........................................................................... ~ 4.84ms
  2026-07-01 15:05:57 /api/leave-requests .................................................................. ~ 2.74ms
  2026-07-01 15:05:57 /api/attendance-time-edit-requests ................................................... ~ 1.85ms
  2026-07-01 15:05:57 /api/notifications ................................................................... ~ 1.31ms
  2026-07-01 15:05:57 /api/users ......................................................................... ~ 513.68ms
  2026-07-01 15:05:57 /api/chat/unread-summary ........................................................... ~ 513.93ms
  2026-07-01 15:05:57 /api/settings/me ..................................................................... ~ 2.19ms
  2026-07-01 15:05:57 /api/settings/billing ................................................................ ~ 2.20ms
  2026-07-01 15:05:57 /api/employees/20/workspace .......................................................... ~ 1.67ms
  2026-07-01 15:05:57 /api/users ........................................................................... ~ 2.00ms
  2026-07-01 15:05:57 /api/leave-requests .................................................................. ~ 2.20ms
  2026-07-01 15:05:57 /api/attendance-time-edit-requests ................................................... ~ 1.91ms
  2026-07-01 15:05:57 /api/notifications ................................................................... ~ 2.14ms
  2026-07-01 15:05:57 /api/chat/unread-summary ............................................................. ~ 1.96ms
  2026-07-01 15:05:57 /api/settings/me ..................................................................... ~ 1.64ms
  2026-07-01 15:05:57 /api/settings/billing ................................................................ ~ 1.79ms
  2026-07-01 15:05:57 /api/users ........................................................................... ~ 2.09ms
  2026-07-01 15:06:00 /api/payroll/onboarding-status ....................................................... ~ 0.35ms
  2026-07-01 15:06:00 /api/payroll/runs .................................................................... ~ 5.17ms
  2026-07-01 15:06:00 /api/payroll/pay-groups .............................................................. ~ 7.25ms
  2026-07-01 15:06:05 /api/leave-requests ................................................................ ~ 515.17ms
  2026-07-01 15:06:05 /api/attendance-time-edit-requests ................................................... ~ 0.12ms
  2026-07-01 15:06:05 /api/notifications ................................................................... ~ 2.72ms
  2026-07-01 15:06:05 /api/chat/unread-summary ............................................................. ~ 3.85ms
  2026-07-01 15:06:05 /api/payroll/my/payslips ............................................................. ~ 0.98ms
  2026-07-01 15:06:13 /api/leave-requests .................................................................. ~ 1.14ms
  2026-07-01 15:06:13 /api/attendance-time-edit-requests ................................................... ~ 6.83ms
  2026-07-01 15:06:13 /api/notifications ................................................................... ~ 7.98ms
  2026-07-01 15:06:13 /api/chat/unread-summary ............................................................. ~ 3.12ms
  2026-07-01 15:06:13 /api/settings/me ..................................................................... ~ 0.99ms
  2026-07-01 15:06:13 /api/settings/billing ................................................................ ~ 2.95ms
  2026-07-01 15:06:13 /api/employees/20/workspace .......................................................... ~ 4.39ms
  2026-07-01 15:06:13 /api/settings/me ..................................................................... ~ 3.24ms
  2026-07-01 15:06:13 /api/settings/billing ................................................................ ~ 1.86ms
  2026-07-01 15:06:14 /api/employees/20/workspace .......................................................... ~ 1.63ms
  2026-07-01 15:06:17 /api/auth/me ....................................................................... ~ 512.67ms
  2026-07-01 15:06:17 /api/auth/me ......................................................................... ~ 0.09ms
  2026-07-01 15:06:17 /api/settings/me ..................................................................... ~ 0.11ms
  2026-07-01 15:06:17 /api/settings/billing ................................................................ ~ 2.57ms
  2026-07-01 15:06:18 /api/employees/20/workspace .......................................................... ~ 1.93ms
  2026-07-01 15:06:18 /api/leave-requests .................................................................. ~ 1.42ms
  2026-07-01 15:06:18 /api/attendance-time-edit-requests ................................................... ~ 2.21ms
  2026-07-01 15:06:18 /api/notifications ................................................................... ~ 1.70ms
  2026-07-01 15:06:18 /api/chat/unread-summary ............................................................. ~ 2.07ms
  2026-07-01 15:06:18 /api/users ........................................................................... ~ 1.95ms
  2026-07-01 15:06:18 /api/settings/me ..................................................................... ~ 2.42ms
  2026-07-01 15:06:18 /api/settings/billing ................................................................ ~ 1.96ms
  2026-07-01 15:06:18 /api/employees/20/workspace ........................................................ ~ 508.93ms
  2026-07-01 15:06:18 /api/leave-requests ................................................................ ~ 508.80ms
  2026-07-01 15:06:18 /api/attendance-time-edit-requests ................................................... ~ 2.07ms
  2026-07-01 15:06:18 /api/notifications ................................................................... ~ 1.85ms
  2026-07-01 15:06:18 /api/chat/unread-summary ............................................................. ~ 1.94ms
  2026-07-01 15:06:18 /api/users ........................................................................... ~ 1.72ms
  2026-07-01 15:06:18 /api/settings/me ..................................................................... ~ 1.91ms
  2026-07-01 15:06:18 /api/settings/billing ................................................................ ~ 1.94ms
  2026-07-01 15:06:26 /api/leave-requests .................................................................. ~ 0.32ms
  2026-07-01 15:06:26 /api/attendance-time-edit-requests ................................................... ~ 2.10ms
  2026-07-01 15:06:26 /api/notifications ................................................................... ~ 3.49ms
  2026-07-01 15:06:26 /api/chat/unread-summary ............................................................. ~ 5.16ms
  2026-07-01 15:06:34 /api/leave-requests .................................................................. ~ 1.33ms
  2026-07-01 15:06:34 /api/attendance-time-edit-requests ................................................... ~ 3.55ms
  2026-07-01 15:06:34 /api/notifications ................................................................... ~ 4.74ms
  2026-07-01 15:06:34 /api/chat/unread-summary ............................................................. ~ 2.91ms
  2026-07-01 15:06:42 /api/leave-requests .................................................................. ~ 0.70ms
  2026-07-01 15:06:42 /api/attendance-time-edit-requests ................................................... ~ 2.38ms
  2026-07-01 15:06:42 /api/notifications ................................................................... ~ 3.66ms
  2026-07-01 15:06:42 /api/chat/unread-summary ............................................................. ~ 3.32ms
  2026-07-01 15:06:50 /api/leave-requests .................................................................. ~ 0.30ms
  2026-07-01 15:06:50 /api/attendance-time-edit-requests ................................................... ~ 2.40ms
  2026-07-01 15:06:50 /api/notifications ................................................................... ~ 3.47ms
  2026-07-01 15:06:50 /api/chat/unread-summary ............................................................. ~ 2.65ms
  2026-07-01 15:06:58 /api/leave-requests .................................................................. ~ 0.92ms
  2026-07-01 15:06:58 /api/attendance-time-edit-requests ................................................... ~ 2.43ms
  2026-07-01 15:06:58 /api/notifications ................................................................... ~ 1.91ms
  2026-07-01 15:06:58 /api/chat/unread-summary ............................................................. ~ 1.55ms
  2026-07-01 15:07:06 /api/leave-requests .................................................................. ~ 1.11ms
  2026-07-01 15:07:06 /api/attendance-time-edit-requests ................................................... ~ 2.68ms
  2026-07-01 15:07:06 /api/notifications ................................................................... ~ 4.37ms
  2026-07-01 15:07:06 /api/chat/unread-summary ............................................................. ~ 6.01ms
  2026-07-01 15:07:14 /api/leave-requests .................................................................. ~ 0.99ms
  2026-07-01 15:07:14 /api/attendance-time-edit-requests ................................................... ~ 0.09ms
  2026-07-01 15:07:14 /api/notifications ................................................................... ~ 1.58ms
  2026-07-01 15:07:14 /api/chat/unread-summary ............................................................. ~ 1.59ms
  2026-07-01 15:08:02 /api/leave-requests .................................................................. ~ 0.25ms
  2026-07-01 15:08:02 /api/attendance-time-edit-requests ................................................... ~ 0.11ms
  2026-07-01 15:08:02 /api/notifications ................................................................... ~ 1.86ms
  2026-07-01 15:08:03 /api/chat/unread-summary ........................................................... ~ 509.39ms
  2026-07-01 15:09:02 /api/leave-requests .................................................................. ~ 1.28ms
  2026-07-01 15:09:02 /api/attendance-time-edit-requests ................................................... ~ 3.03ms
  2026-07-01 15:09:02 /api/notifications ................................................................... ~ 4.25ms
  2026-07-01 15:09:02 /api/chat/unread-summary ............................................................. ~ 3.28ms
  2026-07-01 15:10:02 /api/leave-requests .................................................................. ~ 0.32ms
  2026-07-01 15:10:02 /api/attendance-time-edit-requests ................................................... ~ 2.41ms
  2026-07-01 15:10:02 /api/notifications ................................................................... ~ 1.27ms
  2026-07-01 15:10:02 /api/chat/unread-summary ............................................................. ~ 1.70ms
  2026-07-01 15:11:02 /api/leave-requests .................................................................. ~ 1.06ms
  2026-07-01 15:11:02 /api/attendance-time-edit-requests ................................................... ~ 3.07ms
  2026-07-01 15:11:02 /api/notifications ................................................................... ~ 4.44ms
  2026-07-01 15:11:02 /api/chat/unread-summary ............................................................. ~ 3.10ms
  2026-07-01 15:12:02 /api/leave-requests .................................................................. ~ 0.37ms
  2026-07-01 15:12:02 /api/attendance-time-edit-requests ................................................... ~ 2.31ms
  2026-07-01 15:12:02 /api/notifications ................................................................... ~ 3.73ms
  2026-07-01 15:12:02 /api/chat/unread-summary ............................................................. ~ 5.25ms
  2026-07-01 15:13:02 /api/leave-requests .................................................................. ~ 0.46ms
  2026-07-01 15:13:02 /api/attendance-time-edit-requests ................................................. ~ 512.90ms
  2026-07-01 15:13:02 /api/notifications ................................................................. ~ 514.08ms
  2026-07-01 15:13:02 /api/chat/unread-summary ........................................................... ~ 515.74ms
  2026-07-01 15:14:02 /api/leave-requests .................................................................. ~ 1.08ms
  2026-07-01 15:14:02 /api/attendance-time-edit-requests ................................................... ~ 0.10ms
  2026-07-01 15:14:02 /api/notifications ................................................................... ~ 1.79ms
  2026-07-01 15:14:03 /api/chat/unread-summary ............................................................. ~ 2.06ms
  2026-07-01 15:15:02 /api/leave-requests ................................................................ ~ 514.21ms
  2026-07-01 15:15:02 /api/attendance-time-edit-requests ................................................. ~ 515.67ms
  2026-07-01 15:15:02 /api/notifications ................................................................... ~ 1.47ms
  2026-07-01 15:15:02 /api/chat/unread-summary ............................................................. ~ 2.27ms
  2026-07-01 15:16:02 /api/leave-requests .................................................................. ~ 1.13ms
  2026-07-01 15:16:02 /api/attendance-time-edit-requests ................................................... ~ 2.69ms
  2026-07-01 15:16:02 /api/notifications ................................................................... ~ 1.31ms
  2026-07-01 15:16:02 /api/chat/unread-summary ............................................................. ~ 2.18ms
  2026-07-01 15:17:02 /api/leave-requests .................................................................. ~ 0.97ms
  2026-07-01 15:17:02 /api/attendance-time-edit-requests ................................................... ~ 2.78ms
  2026-07-01 15:17:02 /api/notifications ................................................................... ~ 1.66ms
  2026-07-01 15:17:03 /api/chat/unread-summary ............................................................. ~ 2.09ms
  2026-07-01 15:18:02 /api/leave-requests .................................................................. ~ 0.29ms
  2026-07-01 15:18:02 /api/attendance-time-edit-requests ................................................. ~ 514.89ms
  2026-07-01 15:18:02 /api/notifications ................................................................. ~ 514.13ms
  2026-07-01 15:18:02 /api/chat/unread-summary ............................................................. ~ 2.18ms
  2026-07-01 15:19:02 /api/leave-requests .................................................................. ~ 1.24ms
  2026-07-01 15:19:02 /api/attendance-time-edit-requests ................................................... ~ 2.82ms
  2026-07-01 15:19:02 /api/notifications ................................................................... ~ 4.06ms
  2026-07-01 15:19:02 /api/chat/unread-summary ............................................................. ~ 6.32ms
  2026-07-01 15:20:02 /api/leave-requests ................................................................ ~ 515.67ms
  2026-07-01 15:20:02 /api/attendance-time-edit-requests ................................................. ~ 517.53ms
  2026-07-01 15:20:03 /api/notifications ................................................................... ~ 1.43ms
  2026-07-01 15:20:03 /api/chat/unread-summary ............................................................. ~ 1.62ms
  2026-07-01 15:21:02 /api/leave-requests .................................................................. ~ 1.14ms
  2026-07-01 15:21:02 /api/attendance-time-edit-requests ................................................... ~ 3.23ms
  2026-07-01 15:21:02 /api/notifications ................................................................... ~ 1.92ms
  2026-07-01 15:21:02 /api/chat/unread-summary ............................................................. ~ 1.69ms
  2026-07-01 15:22:02 /api/leave-requests .................................................................. ~ 1.02ms
  2026-07-01 15:22:02 /api/attendance-time-edit-requests ................................................... ~ 3.03ms
  2026-07-01 15:22:02 /api/notifications ................................................................... ~ 1.85ms
  2026-07-01 15:22:02 /api/chat/unread-summary ............................................................. ~ 1.75ms
  2026-07-01 15:23:02 /api/leave-requests .................................................................. ~ 0.97ms
  2026-07-01 15:23:02 /api/attendance-time-edit-requests ................................................... ~ 0.12ms
  2026-07-01 15:23:02 /api/notifications ................................................................... ~ 1.32ms
  2026-07-01 15:23:03 /api/chat/unread-summary ............................................................. ~ 1.64ms
  2026-07-01 15:24:02 /api/leave-requests .................................................................. ~ 0.32ms
  2026-07-01 15:24:02 /api/attendance-time-edit-requests ................................................. ~ 511.99ms
  2026-07-01 15:24:02 /api/notifications ................................................................. ~ 513.19ms
  2026-07-01 15:24:03 /api/chat/unread-summary ............................................................. ~ 2.18ms
  2026-07-01 15:25:02 /api/leave-requests .................................................................. ~ 1.04ms
  2026-07-01 15:25:02 /api/attendance-time-edit-requests ................................................... ~ 0.10ms
  2026-07-01 15:25:02 /api/notifications ................................................................... ~ 1.73ms
  2026-07-01 15:25:02 /api/chat/unread-summary ............................................................. ~ 1.59ms
  2026-07-01 15:26:02 /api/leave-requests .................................................................. ~ 1.16ms
  2026-07-01 15:26:03 /api/attendance-time-edit-requests ................................................... ~ 0.11ms
  2026-07-01 15:26:03 /api/notifications ................................................................... ~ 2.22ms
  2026-07-01 15:26:03 /api/chat/unread-summary ............................................................. ~ 1.87ms
  2026-07-01 15:27:02 /api/leave-requests .................................................................. ~ 1.05ms
  2026-07-01 15:27:02 /api/attendance-time-edit-requests ................................................... ~ 0.13ms
  2026-07-01 15:27:02 /api/notifications ................................................................... ~ 1.41ms
  2026-07-01 15:27:02 /api/chat/unread-summary ........................................................... ~ 511.68ms
  2026-07-01 15:27:02 /api/leave-requests ................................................................ ~ 511.58ms
  2026-07-01 15:27:02 /api/attendance-time-edit-requests ................................................... ~ 1.55ms
  2026-07-01 15:27:03 /api/notifications ................................................................... ~ 1.91ms
  2026-07-01 15:27:03 /api/chat/unread-summary ............................................................. ~ 1.94ms
  2026-07-01 15:28:02 /api/leave-requests .................................................................. ~ 0.58ms
  2026-07-01 15:28:02 /api/attendance-time-edit-requests ................................................... ~ 2.81ms
  2026-07-01 15:28:02 /api/notifications ................................................................... ~ 1.46ms
  2026-07-01 15:28:02 /api/chat/unread-summary ............................................................. ~ 1.75ms
  2026-07-01 15:29:02 /api/leave-requests .................................................................. ~ 1.05ms
  2026-07-01 15:29:02 /api/attendance-time-edit-requests ................................................... ~ 2.83ms
  2026-07-01 15:29:03 /api/notifications ................................................................... ~ 0.20ms
  2026-07-01 15:29:03 /api/chat/unread-summary ............................................................. ~ 2.18ms
  2026-07-01 15:30:02 /api/leave-requests .................................................................. ~ 1.37ms
  2026-07-01 15:30:02 /api/attendance-time-edit-requests ................................................... ~ 3.31ms
  2026-07-01 15:30:02 /api/notifications ................................................................... ~ 1.25ms
  2026-07-01 15:30:02 /api/chat/unread-summary ............................................................. ~ 2.16ms
  2026-07-01 15:31:02 /api/leave-requests .................................................................. ~ 0.35ms
  2026-07-01 15:31:02 /api/attendance-time-edit-requests ................................................... ~ 1.93ms
  2026-07-01 15:31:02 /api/notifications ................................................................... ~ 1.23ms
  2026-07-01 15:31:02 /api/chat/unread-summary ............................................................. ~ 1.49ms
  2026-07-01 15:32:02 /api/leave-requests .................................................................. ~ 0.84ms
  2026-07-01 15:32:03 /api/attendance-time-edit-requests ................................................... ~ 0.12ms
  2026-07-01 15:32:03 /api/notifications ................................................................... ~ 1.67ms
  2026-07-01 15:32:03 /api/chat/unread-summary ............................................................. ~ 1.71ms
  2026-07-01 15:33:02 /api/leave-requests .................................................................. ~ 1.15ms
  2026-07-01 15:33:02 /api/attendance-time-edit-requests ................................................... ~ 0.24ms
  2026-07-01 15:33:02 /api/notifications ................................................................... ~ 2.00ms
  2026-07-01 15:33:02 /api/chat/unread-summary ............................................................. ~ 1.67ms
  2026-07-01 15:34:02 /api/leave-requests .................................................................. ~ 1.06ms
  2026-07-01 15:34:02 /api/attendance-time-edit-requests ................................................... ~ 6.97ms
  2026-07-01 15:34:02 /api/notifications ................................................................... ~ 1.58ms
  2026-07-01 15:34:03 /api/chat/unread-summary ............................................................. ~ 2.10ms
  2026-07-01 15:35:02 /api/leave-requests ................................................................ ~ 513.66ms
  2026-07-01 15:35:02 /api/attendance-time-edit-requests ................................................. ~ 515.36ms
  2026-07-01 15:35:03 /api/notifications ................................................................... ~ 1.62ms
  2026-07-01 15:35:03 /api/chat/unread-summary ............................................................. ~ 1.98ms
  2026-07-01 15:36:02 /api/leave-requests .................................................................. ~ 0.28ms
  2026-07-01 15:36:02 /api/attendance-time-edit-requests ................................................... ~ 2.33ms
  2026-07-01 15:36:02 /api/notifications ................................................................... ~ 1.84ms
